repository	original_path	corpus_path	title	documentclass	classification	word_count
standardgalactic/research-projects	interpretability/Event-Nodes and Texture-nodes - draft 01.tex	sources/standardgalactic/research-projects/interpretability/Event-Nodes and Texture-nodes - draft 01.tex	Event-Nodes and Texture-Nodes: Extending Causal Mechanistic Interpretability with Event-Historical Structure	article	draft	1212
standardgalactic/research-projects	interpretability/Two-Channel Causal Mediation - draft 01.tex	sources/standardgalactic/research-projects/interpretability/Two-Channel Causal Mediation - draft 01.tex	Two-Channel Causal Mediation: Event-Nodes, Texture-Nodes, and Irreversibility in Mechanistic Interpretability	article	draft	1189
standardgalactic/research-projects	major_projects/CrystalEconomy/cinematic-reconstruction-v1.tex	sources/standardgalactic/research-projects/major_projects/CrystalEconomy/cinematic-reconstruction-v1.tex	Cinematic Reconstruction [4pt] A Framework for Video Generation, Compression, and Diagnosis via Persistent World State	article	draft	11295
standardgalactic/research-projects	major_projects/CrystalEconomy/cinematic-reconstruction-v2.tex	sources/standardgalactic/research-projects/major_projects/CrystalEconomy/cinematic-reconstruction-v2.tex	Cinematic Reconstruction [4pt] A Framework for Video Generation, Compression, and Diagnosis via Persistent World State	article	draft	15590
standardgalactic/research-projects	major_projects/CrystalEconomy/cinematic-reconstruction-v3.tex	sources/standardgalactic/research-projects/major_projects/CrystalEconomy/cinematic-reconstruction-v3.tex	Cinematic Reconstruction [4pt] A Framework for Video Generation, Compression, and Diagnosis via Persistent World State	article	draft	17569
standardgalactic/research-projects	major_projects/CrystalEconomy/cinematic-reconstruction-v4.tex	sources/standardgalactic/research-projects/major_projects/CrystalEconomy/cinematic-reconstruction-v4.tex	Cinematic Reconstruction [4pt] A Framework for Video Generation, Compression, and Diagnosis via Persistent World State	article	draft	19935
standardgalactic/research-projects	major_projects/CrystalEconomy/cinematic-reconstruction-v5.tex	sources/standardgalactic/research-projects/major_projects/CrystalEconomy/cinematic-reconstruction-v5.tex	Cinematic Reconstruction [4pt] A Framework for Video Generation, Compression, and Diagnosis via Persistent World State	article	draft	22078
standardgalactic/research-projects	major_projects/CrystalEconomy/cinematic-reconstruction-v6.tex	sources/standardgalactic/research-projects/major_projects/CrystalEconomy/cinematic-reconstruction-v6.tex	Cinematic Reconstruction [4pt] A Framework for Video Generation, Compression, and Diagnosis via Persistent World State	article	draft	21798
standardgalactic/research-projects	major_projects/CrystalEconomy/cinematic-reconstruction-v7.tex	sources/standardgalactic/research-projects/major_projects/CrystalEconomy/cinematic-reconstruction-v7.tex	Cinematic Reconstruction [4pt] A Framework for Video Generation, Compression, and Diagnosis via Persistent World State	article	draft	23261
standardgalactic/research-projects	monograph/draft-02.tex	sources/standardgalactic/research-projects/monograph/draft-02.tex	Takeoff Trajectories in the Stars! RSVP Tech Tree Simulator: Implications for AI Alignment, Civilizational Scaling, and Morphogenetic Governance	article	draft	4251
standardgalactic/research-projects	monograph/draft-03.tex	sources/standardgalactic/research-projects/monograph/draft-03.tex	Takeoff Trajectories in the Stars! RSVP Tech Tree Simulator: Implications for AI Alignment, Civilizational Scaling, and Morphogenetic Governance	article	draft	4340
standardgalactic/research-projects	monograph/draft-04.tex	sources/standardgalactic/research-projects/monograph/draft-04.tex	Takeoff Trajectories in the Stars! RSVP Tech Tree Simulator: Implications for AI Alignment, Civilizational Scaling, and Morphogenetic Governance	article	draft	11243
standardgalactic/research-projects	photonics/drafts/bayesian-photonics.tex	sources/standardgalactic/research-projects/photonics/drafts/bayesian-photonics.tex		book	draft	8056
standardgalactic/research-projects	plenumhub_stage3/paper/main.tex	sources/standardgalactic/research-projects/plenumhub_stage3/paper/main.tex	PlenumHub — Semantic Plenum	article	draft	39
standardgalactic/research-projects	policy-selection/draft-01/monograph.tex	sources/standardgalactic/research-projects/policy-selection/draft-01/monograph.tex	Policy Selection in the Latent Action Space: A Unifying Theory of Thought, Inference, and Sparse Agency	article	draft	3413
standardgalactic/research-projects	policy-selection/draft-03/monograph-02.tex	sources/standardgalactic/research-projects/policy-selection/draft-03/monograph-02.tex	Policy Selection in the Latent Action Space: A Unifying Theory of Thought, Inference, and Sparse Agency	article	draft	6343
standardgalactic/research-projects	policy-selection/draft-03/monograph.tex	sources/standardgalactic/research-projects/policy-selection/draft-03/monograph.tex	Policy Selection in the Latent Action Space: A Unifying Theory of Thought, Inference, and Sparse Agency	article	draft	6374
standardgalactic/research-projects	polyxan-semantic-hyperstructure-draft.tex	sources/standardgalactic/research-projects/polyxan-semantic-hyperstructure-draft.tex	RSVP--Polyxan: A Unified Field Theory of Semantic Hyperstructures	article	draft	7687
standardgalactic/research-projects	rsvp-lab/trajectory_inference.tex	sources/standardgalactic/research-projects/rsvp-lab/trajectory_inference.tex	Trajectory Inference, Emergent Structure, and the Return of Dynamical Thought: Contemporary Scientific Convergences Across Neuroscience, Cosmology, Machine Learning, and Biological Computation	article	draft	4486
standardgalactic/research-projects	semantic-calculus/EBSSC-draft-01.tex	sources/standardgalactic/research-projects/semantic-calculus/EBSSC-draft-01.tex	Entropy-Bounded Sparse Semantic Calculus (EBSSC) A Unified Syntax and Semantics for SpherePOP and Latent Policy Selection	article	draft	14175
standardgalactic/research-projects	semantic-calculus/EBSSC-draft-02.tex	sources/standardgalactic/research-projects/semantic-calculus/EBSSC-draft-02.tex	Entropy-Bounded Sparse Semantic Calculus (EBSSC) A Unified Framework for Geometric Semantics and Sparse Policy Control	article	draft	2507
standardgalactic/research-projects	textbook/autonomy-of-refusal-draft.tex	sources/standardgalactic/research-projects/textbook/autonomy-of-refusal-draft.tex	The Autonomy of Refusal Constraint, Residue, and the Geometry of Persistence	book	draft	36256
standardgalactic/research-projects	textbook/draft/The_Ecology_of_Distinctions.tex	sources/standardgalactic/research-projects/textbook/draft/The_Ecology_of_Distinctions.tex		book	draft	28115
standardgalactic/research-projects	textbook/draft/main.tex	sources/standardgalactic/research-projects/textbook/draft/main.tex		book	draft	28115
standardgalactic/research-projects	working/capital_order_rsvp.tex	sources/standardgalactic/research-projects/working/capital_order_rsvp.tex		article	draft	19004
standardgalactic/research-projects	working/constraint-first-topology.tex	sources/standardgalactic/research-projects/working/constraint-first-topology.tex	Constraint-First Topology: Foam Cobordisms, Nilpotent Transport, and Immersed Singularities as Admissibility Geometry	article	draft	7798
standardgalactic/research-projects	working/distributed_cognition.tex	sources/standardgalactic/research-projects/working/distributed_cognition.tex	Distributed Minds and Generative Substrates: Threshold Diffusion, Causal Insulation, and the Architecture of Inference at Scale	article	draft	8706
standardgalactic/research-projects	working/steam_cellulose_domes.tex	sources/standardgalactic/research-projects/working/steam_cellulose_domes.tex	Steam-Formed Cellulose Domes: Morphogenetic Construction Using Intermittent Steam Inflation and Magnet-Directed Reinforcement	article	draft	10216
standardgalactic/spherepop	Joy-of-Spherepop-draft-01.tex	sources/standardgalactic/spherepop/Joy-of-Spherepop-draft-01.tex	The Joy of Spherepop: An Event--History Calculus for a Finite World	article	draft	11266
standardgalactic/spherepop	The Calculus of Commitment.tex	sources/standardgalactic/spherepop/The Calculus of Commitment.tex	The Calculus of Commitment A Structural Theory of Computation	article	draft	12339
standardgalactic/spherepop	computing-with-spherepop.tex	sources/standardgalactic/spherepop/computing-with-spherepop.tex	Computing with Spherepop: Foundations of Geometric Merge--Collapse Computation	article	draft	13414
standardgalactic/spherepop	dynamics/spherepop_scope_dynamics.tex	sources/standardgalactic/spherepop/dynamics/spherepop_scope_dynamics.tex		article	draft	10027
standardgalactic/spherepop	essay/draft-01/essay.tex	sources/standardgalactic/spherepop/essay/draft-01/essay.tex	Spherepop Calculus: A Geometric and Probabilistic Extension of Lambda Calculus	article	draft	1072
standardgalactic/spherepop	essay/draft-01/spherepop_calculus.tex	sources/standardgalactic/spherepop/essay/draft-01/spherepop_calculus.tex	Spherepop Calculus: Internalizing Probability, Concurrency, and Geometry	article	draft	706
standardgalactic/spherepop	intelligence-explosion.tex	sources/standardgalactic/spherepop/intelligence-explosion.tex	Globally Persistent Recomposable Thought [4pt] GitHub, the Intelligence Explosion, and the Admissibility Geometry of Collective Cognition	article	draft	14765
standardgalactic/spherepop	processing/draft/intelligence-explosion.tex	sources/standardgalactic/spherepop/processing/draft/intelligence-explosion.tex	Globally Persistent Recomposable Thought [4pt] GitHub, the Intelligence Explosion, and the Admissibility Geometry of Collective Cognition	article	draft	8391
standardgalactic/spherepop	processing/intelligence-explosion.tex	sources/standardgalactic/spherepop/processing/intelligence-explosion.tex	Globally Persistent Recomposable Thought [4pt] GitHub, the Intelligence Explosion, and the Admissibility Geometry of Collective Cognition	article	draft	14765
standardgalactic/spherepop	textbook/ecology-of-thought.tex	sources/standardgalactic/spherepop/textbook/ecology-of-thought.tex	The Ecology of Thought [0.8em] Environment as a Persistent Computational Structure	article	draft	34596
standardgalactic/spherepop	textbook/memory-before-representation.tex	sources/standardgalactic/spherepop/textbook/memory-before-representation.tex		book	draft	9483
standardgalactic/spherepop	working/Structured Irreversibility - draft 01.tex	sources/standardgalactic/spherepop/working/Structured Irreversibility - draft 01.tex	% Spherepop as an Entropy-Decreasing Rewriting Category: Axiomatic Foundations, Functorial Geometry, and the RSVP Embedding	article	draft	5191
standardgalactic/spherepop	working/Structured Irreversibility - draft 02.tex	sources/standardgalactic/spherepop/working/Structured Irreversibility - draft 02.tex	Structured Irreversibility Discrete Rewriting and Coherence Realization	article	draft	7863
standardgalactic/spherepop	working/Structured Irreversibility.tex	sources/standardgalactic/spherepop/working/Structured Irreversibility.tex	Structured Irreversibility Discrete Rewriting and Coherence Realization	article	draft	10997
standardgalactic/spherepop	working/execution history - draft 02.tex	sources/standardgalactic/spherepop/working/execution history - draft 02.tex	Execution, History, and Reduction: Toward a Minimal Operational Kernel of Computation	article	draft	8086
standardgalactic/spherepop	working/execution history - draft 03.tex	sources/standardgalactic/spherepop/working/execution history - draft 03.tex	Execution, History, and Reduction: A Minimal Operational Kernel for Computation	article	draft	13624
standardgalactic/spherepop	working/execution history - draft 04.tex	sources/standardgalactic/spherepop/working/execution history - draft 04.tex	Execution, History, and Reduction: A Minimal Operational Kernel for Computation	article	draft	8912
standardgalactic/spherepop	working/execution history.tex	sources/standardgalactic/spherepop/working/execution history.tex	Execution, History, and Reduction: A Minimal Operational Kernel for Computation	article	draft	11448
standardgalactic/standardgalactic	research/notes/structural_ideas.tex	sources/standardgalactic/standardgalactic/research/notes/structural_ideas.tex	On the Formation of Structural Ideas: Constraint Accumulation, Projection, and Convergence Across Domains	article	draft	8383
standardgalactic/standardgalactic.github.io	critique/Identity Collapse - draft 01.tex	sources/standardgalactic/standardgalactic.github.io/critique/Identity Collapse - draft 01.tex	Identity Collapse and the Platforming of Fraud: Structural Trust Degradation in Facebook's Design	article	draft	5496
standardgalactic/standardgalactic.github.io	critique/Identity Collapse - draft 02.tex	sources/standardgalactic/standardgalactic.github.io/critique/Identity Collapse - draft 02.tex	Identity Collapse and the Platforming of Fraud: Structural Trust Degradation in Facebook's Design	article	draft	4739
standardgalactic/typing-tutor	essay/global-constraints.tex	sources/standardgalactic/typing-tutor/essay/global-constraints.tex	Global Constraints, Geometric Mass, and Evolutionary Relaxation: A Unified Historical and Theoretical Monograph	article	draft	5871
standardgalactic/video-player	resources/monograph-draft-01.tex	sources/standardgalactic/video-player/resources/monograph-draft-01.tex	Paintings as Sheaves of Latent Physical Structure	article	draft	2727
standardgalactic/video-player	resources/monograph-draft-02.tex	sources/standardgalactic/video-player/resources/monograph-draft-02.tex	Paintings as Sheaves of Latent Physical Structure	article	draft	3241
8b-is/8b-public-documents	processing/semantic_state.tex	sources/8b-is/8b-public-documents/processing/semantic_state.tex	The Semantic State: MEMNET, Institutional Routing, and the Governance of Meaning	article	standalone	29173
8b-is/8b-public-documents	semantic_state.tex	sources/8b-is/8b-public-documents/semantic_state.tex	The Semantic State: MEMNET, Institutional Routing, and the Governance of Meaning	article	standalone	29173
8b-is/claimshift	manifest-protocol-verification-inheritance.tex	sources/8b-is/claimshift/manifest-protocol-verification-inheritance.tex	A Manifest Protocol for Verification Inheritance Locators, Claim Graphs, and Policy-Qualified Trust for Transformed Scholarly Artifacts	article	standalone	3695
8b-is/claimshift	processing/manifest-protocol-verification-inheritance.tex	sources/8b-is/claimshift/processing/manifest-protocol-verification-inheritance.tex	A Manifest Protocol for Verification Inheritance Locators, Claim Graphs, and Policy-Qualified Trust for Transformed Scholarly Artifacts	article	standalone	3695
8b-is/claimshift	processing/verification-inheritance-transformation.tex	sources/8b-is/claimshift/processing/verification-inheritance-transformation.tex	Verification Inheritance Under Transformation Robust Commitments, Claim Correspondence, and Epistemic Validity in Mathematical Documents	article	standalone	3348
8b-is/claimshift	verification-inheritance-transformation.tex	sources/8b-is/claimshift/verification-inheritance-transformation.tex	Verification Inheritance Under Transformation Robust Commitments, Claim Correspondence, and Epistemic Validity in Mathematical Documents	article	standalone	3348
peterlodri-sec/vim-philosophy	beyond-optimal-foraging.tex	sources/peterlodri-sec/vim-philosophy/beyond-optimal-foraging.tex	Beyond Optimal Foraging: Representation Repair and the Structural Consequences of AI-Augmented Research	article	standalone	6125
peterlodri-sec/vim-philosophy	essays/modal-editing.tex	sources/peterlodri-sec/vim-philosophy/essays/modal-editing.tex	Modal Editing: Compositional Constraint in Text Interaction	article	standalone	13551
peterlodri-sec/vim-philosophy	essays/thinking-in-vim/main.tex	sources/peterlodri-sec/vim-philosophy/essays/thinking-in-vim/main.tex	Thinking in Vim [0.3em] A Structural Reference to Modal Editing	book	standalone	101
standardgalactic/Centerfuge	essay/monograph.tex	sources/standardgalactic/Centerfuge/essay/monograph.tex	Polyglot Modular Computation via Sheaf Cohomology: A Monumental Categorical Treatise with Historical, Computational, and Epistemic Depth	book	standalone	1861
standardgalactic/Centerfuge	framework/Irreversibility as Structure.tex	sources/standardgalactic/Centerfuge/framework/Irreversibility as Structure.tex	Irreversibility as Structure: A Scalar--Vector--Entropy Framework for Physical Law	article	standalone	7560
standardgalactic/TARTAN	accumulation-to-closure.tex	sources/standardgalactic/TARTAN/accumulation-to-closure.tex	From Accumulation to Closure: Inference, Memory, and the Constraint-Theoretic Turn [0.5em] Reconstruction, Composability, and the Political Economy of State	article	standalone	10730
standardgalactic/TARTAN	analysis/resonance-without-a-substrate.tex	sources/standardgalactic/TARTAN/analysis/resonance-without-a-substrate.tex	Resonance Without a Substrate Consistency Constraints on Endogenous Memory Compression	article	standalone	13310
standardgalactic/TARTAN	persuasion.tex	sources/standardgalactic/TARTAN/persuasion.tex	From Persuasion to Realization [0.5em] Constraint Closure and the Geometry of Inference	article	standalone	18529
standardgalactic/TARTAN	tartan.tex	sources/standardgalactic/TARTAN/tartan.tex	TARTAN: Trajectory-Aware Recursive Tiling with Annotated Noise [0.5em] A Sheaf--Variational Architecture for World-State Reconstruction and Ontological Adaptation	article	standalone	12206
standardgalactic/abraxas	projects/article.tex	sources/standardgalactic/abraxas/projects/article.tex	Xylomorphic Computation and Thermodynamic Infrastructure	article	standalone	4618
standardgalactic/alphabet	Abstraction as Reduction - colophon.tex	sources/standardgalactic/alphabet/Abstraction as Reduction - colophon.tex	Abstraction as Reduction: A Proof--Theoretic and Computational Perspective	article	standalone	1485
standardgalactic/alphabet	Admissible Histories - Cognition.tex	sources/standardgalactic/alphabet/Admissible Histories - Cognition.tex	Admissible Histories: Incongruent Neurons and the Temporal Structure of Decision-Making	article	standalone	1663
standardgalactic/alphabet	Admissible Histories - Computational Biology.tex	sources/standardgalactic/alphabet/Admissible Histories - Computational Biology.tex	Admissible Histories as a Unifying Principle of Neural Decision-Making	article	standalone	3331
standardgalactic/alphabet	Admissible Histories - Neurocomputing.tex	sources/standardgalactic/alphabet/Admissible Histories - Neurocomputing.tex	Admissible Histories and the Neural Structure of Error	article	standalone	1706
standardgalactic/alphabet	Admissible Histories.tex	sources/standardgalactic/alphabet/Admissible Histories.tex	Admissible Histories: The Incongruent Neuron and the Ontological Structure of Error	article	standalone	9325
standardgalactic/alphabet	Against_Indiscriminate_Visibility.tex	sources/standardgalactic/alphabet/Against_Indiscriminate_Visibility.tex	Against Indiscriminate Visibility: On the Structural Risks of Virality, Publicity, and Exposure	article	standalone	16914
standardgalactic/alphabet	Coherence Before Engagement.tex	sources/standardgalactic/alphabet/Coherence Before Engagement.tex	Coherence Before Engagement: An Architecture for Persistent Meaning in Digital Systems	article	standalone	11289
standardgalactic/alphabet	Counterfactual Explanation as Perceptual Control.tex	sources/standardgalactic/alphabet/Counterfactual Explanation as Perceptual Control.tex	Counterfactual Explanation as Perceptual Control	article	standalone	16026
standardgalactic/alphabet	Flower Wars - Bounded Violence.tex	sources/standardgalactic/alphabet/Flower Wars - Bounded Violence.tex	Bounded Violence An Interpretive Essay on Flower Wars	article	standalone	4845
standardgalactic/alphabet	Flower Wars - Compendium.tex	sources/standardgalactic/alphabet/Flower Wars - Compendium.tex	Flower Wars Compendium and Dramatis Personae	article	standalone	3353
standardgalactic/alphabet	From Minerals to Minds.tex	sources/standardgalactic/alphabet/From Minerals to Minds.tex	From Minerals to Minds: Irreversibility and the Physical Origins of Intelligence	article	standalone	7902
standardgalactic/alphabet	Neural Commit Semantics.tex	sources/standardgalactic/alphabet/Neural Commit Semantics.tex	Neural Commit Semantics and the Algebraic Structure of Language	article	standalone	1408
standardgalactic/alphabet	Never-Predict-Noise.tex	sources/standardgalactic/alphabet/Never-Predict-Noise.tex	Never Predict Noise: Manifold-Aligned Prediction as Generative Inference	article	standalone	21441
standardgalactic/alphabet	SITH Theory.tex	sources/standardgalactic/alphabet/SITH Theory.tex	Substrate Independent Thinking Hypothesis (SITH): Life, Meaning, and the Autocatalytic Closure of Information	article	standalone	10305
standardgalactic/alphabet	Scalar-Extraction.tex	sources/standardgalactic/alphabet/Scalar-Extraction.tex	Scalar Extraction in Platform Capitalism: A Field-Theoretic, Economic, and Algorithmic Theory of Extractive Social Networks and Their Non-Extractive Redesign	article	standalone	2609
standardgalactic/alphabet	Spectacle Runtime.tex	sources/standardgalactic/alphabet/Spectacle Runtime.tex	Spectacle Runtime and the Compression of Meaning: Temporal Form, Social Media, and the Reformatting of Collective Belief [0.5em] A Study in Media Ecology, Epistemic Architecture, and the Formal Conditions of Semantic Depth	article	standalone	9673
standardgalactic/alphabet	The Genius of Silence.tex	sources/standardgalactic/alphabet/The Genius of Silence.tex	The Genius of Silence Ludwig Wittgenstein and the Discipline of Clarity	article	standalone	12903
standardgalactic/alphabet	The Mortality of Computation.tex	sources/standardgalactic/alphabet/The Mortality of Computation.tex	The Mortality of Computation: A Structural Theory of Displacement	book	standalone	9615
standardgalactic/alphabet	aphantasia-essay.tex	sources/standardgalactic/alphabet/aphantasia-essay.tex	Imageless Thought [0.35em] A Field-Theoretic Interpretation of Aphantasia, Anendophasia, and Embodied Stigmergy within the Relativistic Scalar--Vector Plenum	article	standalone	2547
standardgalactic/alphabet	aphantasia/aphantasia-essay.tex	sources/standardgalactic/alphabet/aphantasia/aphantasia-essay.tex	Imageless Thought [0.35em] A Field-Theoretic Interpretation of Aphantasia, Anendophasia, and Embodied Stigmergy within the Relativistic Scalar--Vector Plenum	article	standalone	2547
standardgalactic/alphabet	aphantasia/extending-aphantasia-essay.tex	sources/standardgalactic/alphabet/aphantasia/extending-aphantasia-essay.tex	Extending ``Wordless Imageless Thought'': Modal Cognition in the Relativistic Scalar--Vector Plenum	article	standalone	17598
standardgalactic/alphabet	aphantasia/quantum-spherepop.tex	sources/standardgalactic/alphabet/aphantasia/quantum-spherepop.tex	SpherePop [0.35em] The RSVP Field in Complex Phase Space	article	standalone	11289
standardgalactic/alphabet	attention-essay.tex	sources/standardgalactic/alphabet/attention-essay.tex	The Coordinate-System Error: Misdiagnosis in the Theories of Attention, Efficiency, and Technological Progress	article	standalone	12559
standardgalactic/alphabet	axioms.tex	sources/standardgalactic/alphabet/axioms.tex	Axioms for a Falling Universe: The Uniqueness of the RSVP Lagrangian and the Emergence of Einstein Gravity from Entropic Flow	article	standalone	947
standardgalactic/alphabet	cognition-research/essay/monograph.tex	sources/standardgalactic/alphabet/cognition-research/essay/monograph.tex	The Geometry of Recognition	article	standalone	9570
standardgalactic/alphabet	cosmology/three_smoothing_mechanisms.tex	sources/standardgalactic/alphabet/cosmology/three_smoothing_mechanisms.tex	Three Smoothing Mechanisms in Early Cosmology: Inflaton, Geometric, and Lamphrodyne Relaxation	article	standalone	10028
standardgalactic/alphabet	document/admissibility_crisis.tex	sources/standardgalactic/alphabet/document/admissibility_crisis.tex	The Admissibility Crisis [0.4em] On the Collapse of Future Option Space	article	standalone	11636
standardgalactic/alphabet	document/autoregression.tex	sources/standardgalactic/alphabet/document/autoregression.tex	Constraint, Continuity, and Cognitive Structure: A Unified Framework Linking Autoregressive Minds, Relativistic Field Dynamics, and the Geometry of Distinction	article	standalone	8460
standardgalactic/alphabet	ecology/geometry_of_rewiring.tex	sources/standardgalactic/alphabet/ecology/geometry_of_rewiring.tex	The Geometry of Rewiring: Ecological Networks, Admissible Trajectories, and the Conservation of Transformability	article	standalone	19161
standardgalactic/alphabet	economics/scalable-alignment-01.tex	sources/standardgalactic/alphabet/economics/scalable-alignment-01.tex	Toward Scalable Alignment: A Theory of Invariant Objectives Under Optimization and Scale	article	standalone	923
standardgalactic/alphabet	economics/scalable-alignment-02.tex	sources/standardgalactic/alphabet/economics/scalable-alignment-02.tex	Toward Scalable Alignment: A Theory of Invariant Objectives Under Optimization and Scale	article	standalone	1600
standardgalactic/alphabet	economics/scalable-alignment.tex	sources/standardgalactic/alphabet/economics/scalable-alignment.tex	Toward Scalable Alignment: A Theory of Invariant Objectives Under Optimization and Scale [5pt] (A Revolutionary Formalism for True AI Alignment)	article	standalone	3794
standardgalactic/alphabet	essay/monograph.tex	sources/standardgalactic/alphabet/essay/monograph.tex	Mind at Work: Detecting Agency through Assembly and Action	article	standalone	4208
standardgalactic/alphabet	example/against-eventless-ontology.tex	sources/standardgalactic/alphabet/example/against-eventless-ontology.tex	Against Eventless Ontology [4pt] Two Failures of State-Sufficiency	article	standalone	2390
standardgalactic/alphabet	example/compression-of-expertise.tex	sources/standardgalactic/alphabet/example/compression-of-expertise.tex	The Compression of Expertise	article	standalone	2024
standardgalactic/alphabet	example/ecology-of-constraints.tex	sources/standardgalactic/alphabet/example/ecology-of-constraints.tex	The Ecology of Constraints [4pt] Feasibility and Diversity in Constraint Populations	article	standalone	2465
standardgalactic/alphabet	example/geometry-of-boredom.tex	sources/standardgalactic/alphabet/example/geometry-of-boredom.tex	The Geometry of Boredom [4pt] Compression Progress and the Conditions of Sustained Attention	article	standalone	2084
standardgalactic/alphabet	example/hidden-files/procedural-ontology.tex	sources/standardgalactic/alphabet/example/hidden-files/procedural-ontology.tex	Procedural Ontology: The Metaphysics of Code Generation A Relativistic Scalar--Vector Plenum (RSVP) Essay	article	standalone	15506
standardgalactic/alphabet	example/history-before-function.tex	sources/standardgalactic/alphabet/example/history-before-function.tex	History Before Function [4pt] Compression as the Origin of Operators	article	standalone	3509
standardgalactic/alphabet	example/procedural-ontology.tex	sources/standardgalactic/alphabet/example/procedural-ontology.tex	Procedural Ontology: The Metaphysics of Code Generation A Relativistic Scalar--Vector Plenum (RSVP) Essay	article	standalone	15506
standardgalactic/alphabet	example/threshold-of-deferral.tex	sources/standardgalactic/alphabet/example/threshold-of-deferral.tex	The Threshold of Deferral [4pt] A Crossover Theorem for Maintenance and Repair	article	standalone	4612
standardgalactic/alphabet	framework/Cursive Galactic/unified-encodings.tex	sources/standardgalactic/alphabet/framework/Cursive Galactic/unified-encodings.tex	Relativistic Scalar Vector Plenum: Unified Encodings Across Physics, Cognition, and Semantic Systems	article	standalone	5844
standardgalactic/alphabet	framework/SGA/unified-encodings.tex	sources/standardgalactic/alphabet/framework/SGA/unified-encodings.tex	Relativistic Scalar Vector Plenum: Unified Encodings Across Physics, Cognition, and Semantic Systems	article	standalone	5844
standardgalactic/alphabet	framework/descent-into-reality.tex	sources/standardgalactic/alphabet/framework/descent-into-reality.tex	Descent into Reality From Learning Systems to Field Dynamics	article	standalone	7638
standardgalactic/alphabet	framework/unified-encodings.tex	sources/standardgalactic/alphabet/framework/unified-encodings.tex	Relativistic Scalar Vector Plenum: Unified Encodings Across Physics, Cognition, and Semantic Systems	article	standalone	5841
standardgalactic/alphabet	manuscripts/amplitwist-cortical-columns/essay.tex	sources/standardgalactic/alphabet/manuscripts/amplitwist-cortical-columns/essay.tex	Amplitwist Cortical Columns as Universal Geometric Operators	article	standalone	1864
standardgalactic/alphabet	manuscripts/cognitive-action/essay.tex	sources/standardgalactic/alphabet/manuscripts/cognitive-action/essay.tex	The Cognitive Action: Reinforcement as Field	article	standalone	7562
standardgalactic/alphabet	manuscripts/geodesics_of_attention_v1.tex	sources/standardgalactic/alphabet/manuscripts/geodesics_of_attention_v1.tex	Geodesics of Attention Cinema, Gesture, and the Perceptual Manifold	article	standalone	4994
standardgalactic/alphabet	manuscripts/geodesics_of_attention_v2.tex	sources/standardgalactic/alphabet/manuscripts/geodesics_of_attention_v2.tex	Geodesics of Attention [4pt] Cinema, Gesture, and the Geometry of Perception	article	standalone	5451
standardgalactic/alphabet	manuscripts/geodesics_of_attention_v3_cursive.tex	sources/standardgalactic/alphabet/manuscripts/geodesics_of_attention_v3_cursive.tex	Geodesics of Attention [4pt] Cinema, Gesture, and the Geometry of Perception	article	standalone	5460
standardgalactic/alphabet	manuscripts/geodesics_of_attention_v3_nova.tex	sources/standardgalactic/alphabet/manuscripts/geodesics_of_attention_v3_nova.tex	Geodesics of Attention [4pt] Cinema, Gesture, and the Geometry of Perception	article	standalone	5460
standardgalactic/alphabet	manuscripts/geodesics_of_attention_v3_sga.tex	sources/standardgalactic/alphabet/manuscripts/geodesics_of_attention_v3_sga.tex	Geodesics of Attention [4pt] Cinema, Gesture, and the Geometry of Perception	article	standalone	5460
standardgalactic/alphabet	manuscripts/geometry_of_constraints.tex	sources/standardgalactic/alphabet/manuscripts/geometry_of_constraints.tex	The Geometry of Constraints [0.6em] Adversarial Representations, Fibrational Semantics, and the Dependency Architecture of Formal Systems	article	standalone	9561
standardgalactic/alphabet	manuscripts/geometry_of_constraints_v1.tex	sources/standardgalactic/alphabet/manuscripts/geometry_of_constraints_v1.tex	The Geometry of Constraints [0.6em] Adversarial Representations, Fibrational Semantics, and the Dependency Architecture of Formal Systems	article	standalone	7493
standardgalactic/alphabet	manuscripts/hidden_manifolds.tex	sources/standardgalactic/alphabet/manuscripts/hidden_manifolds.tex	Hidden Manifolds [0.5em] Optimal Transport, Accessibility Landscapes, and the Reconstruction of Constraint	article	standalone	14958
standardgalactic/alphabet	manuscripts/normalization_without_convergence.tex	sources/standardgalactic/alphabet/manuscripts/normalization_without_convergence.tex	Normalization Without Convergence: [6pt] Large Language Models, Linguistic Entropy, and the Myth of Cognitive Homogenization	article	standalone	17898
standardgalactic/alphabet	manuscripts/normalization_without_convergence_v1.tex	sources/standardgalactic/alphabet/manuscripts/normalization_without_convergence_v1.tex	Normalization Without Convergence: [6pt] Large Language Models, Linguistic Entropy, and the Myth of Cognitive Homogenization	article	standalone	9989
standardgalactic/alphabet	manuscripts/operator-ecology/essay.tex	sources/standardgalactic/alphabet/manuscripts/operator-ecology/essay.tex	Operator Ecology: Linking RSVP, Simulated Agency, and Semantic Infrastructure	article	standalone	2215
standardgalactic/alphabet	physics/Inflation without Expansion.tex	sources/standardgalactic/alphabet/physics/Inflation without Expansion.tex	Inflation without Expansion	book	standalone	4895
standardgalactic/alphabet	physics/Never-Predict-Noise.tex	sources/standardgalactic/alphabet/physics/Never-Predict-Noise.tex	Never Predict Noise: Manifold-Aligned Prediction as Generative Inference	article	standalone	21441
